1	1	1	3	0	2	0	1	-1	
1	2	2	22	0	13	0	3	1	
1	3	1	22	0	12	0	5	-1	
1	4	0	11	0	7	0	1	1	
1	5	4	9	0	4	0	1	1	
1	6	4	36	1	24	0	7	-1	
1	7	1	22	0	15	0	2	-1	
1	8	1	21	0	13	1	4	1	
1	9	0	16	0	15	0	0	-1	
1	10	0	32	0	25	0	5	1	
1	11	2	38	0	28	0	3	1	
1	12	1	11	0	7	0	3	-1	
1	13	0	21	0	12	0	2	1	
1	14	2	22	0	16	0	5	-1	
1	15	1	33	0	29	0	4	1	
1	16	2	27	0	21	0	3	-1	
1	17	2	28	0	15	0	4	-1	
1	18	5	62	0	51	0	7	1	
1	19	1	23	0	15	1	3	1	
1	20	0	9	0	6	1	2	1	
1	21	2	29	0	20	0	3	1	
1	22	0	15	0	10	0	1	1	
1	23	1	7	0	4	0	2	1	
1	24	2	12	0	9	1	3	1	
1	25	0	13	0	7	0	2	-1	
1	26	1	31	0	18	0	3	1	
1	27	1	16	0	10	0	2	-1	
1	28	1	19	0	11	0	2	1	
1	29	3	15	2	8	0	2	1	
1	30	4	15	0	9	0	1	1	
1	31	2	13	0	10	0	1	1	
1	32	0	18	0	10	0	2	1	
1	33	1	14	0	8	0	2	-1	
1	34	1	6	0	4	0	2	1	
1	35	2	19	0	15	0	3	1	
1	36	3	16	0	8	0	3	1	
1	37	1	21	0	15	0	2	1	
1	38	0	17	0	10	0	3	1	
1	39	3	24	1	14	0	3	-1	
1	40	2	31	0	26	0	5	-1	
1	41	3	43	0	30	1	6	1	
1	42	1	31	0	29	0	3	1	
1	43	1	33	0	26	1	3	-1	
1	44	0	9	0	5	0	2	-1	
1	45	3	10	1	9	0	3	1	
1	46	2	8	1	4	0	1	1	
1	47	0	15	0	8	0	3	1	
1	48	0	18	0	14	0	2	1	
1	49	1	13	0	8	0	2	1	
1	50	1	9	0	5	0	1	1	
1	51	2	15	0	12	0	3	1	
1	52	2	11	0	8	0	1	1	
1	53	0	21	0	14	0	1	1	
1	54	4	32	0	30	0	1	1	
1	55	5	30	0	22	0	6	1	
1	56	2	15	0	9	0	2	1	
1	57	3	11	0	8	0	2	1	
1	58	0	29	0	23	1	6	1	
1	59	2	16	0	11	0	2	1	
1	60	1	15	0	9	0	2	1	
2	1	0	1	0	0	0	0	-1	
2	2	0	2	0	0	0	0	-1	
2	3	0	1	0	0	0	1	1	
2	4	0	3	0	1	0	0	1	
2	5	0	3	0	1	0	0	1	
2	6	0	2	0	0	0	0	1	
2	7	0	2	0	0	0	0	1	
2	8	0	2	0	0	0	0	-1	
2	9	0	4	0	2	0	0	1	
2	10	0	4	0	2	0	0	1	
2	11	0	3	0	1	0	0	1	
2	12	0	3	0	1	0	0	-1	
2	13	0	2	0	0	0	0	1	
2	14	0	2	0	0	0	0	-1	
2	15	0	4	0	2	0	0	1	
2	16	0	2	0	0	0	0	1	
2	17	0	2	0	0	0	0	-1	
2	18	0	3	0	1	0	0	-1	
2	19	0	2	0	0	0	0	-1	
2	20	0	3	0	1	0	0	-1	
2	21	0	3	0	1	0	0	1	
2	22	0	4	0	2	0	0	1	
2	23	0	3	0	1	0	0	1	
2	24	0	3	0	1	0	0	-1	
2	25	0	5	0	3	0	0	1	
2	26	0	5	0	3	0	0	-1	
2	27	0	3	0	1	0	0	-1	
2	28	0	6	0	4	0	0	-1	
2	29	0	5	0	3	0	0	-1	
2	30	0	4	0	2	0	0	1	
2	31	0	6	0	4	0	0	1	
2	32	0	3	0	1	0	0	1	
2	33	0	5	0	3	0	0	1	
2	34	0	7	0	5	0	0	-1	
2	35	0	4	0	2	0	0	1	
2	36	0	5	0	3	0	0	1	
2	37	0	5	0	3	0	0	1	
2	38	0	7	0	5	0	0	1	
2	39	0	5	0	3	0	0	-1	
2	40	0	3	0	1	0	0	-1	
2	41	0	3	0	1	0	0	1	
2	42	0	4	0	2	0	0	-1	
2	43	2	42	0	36	0	1	1	
2	44	2	23	1	16	0	0	-1	
2	45	0	11	0	6	0	1	1	
2	46	1	6	0	3	0	1	1	
2	47	1	10	0	7	0	1	1	
2	48	1	8	0	4	0	0	1	
2	49	2	10	0	6	0	1	-1	
2	50	2	17	0	12	0	0	-1	
2	51	1	25	0	18	0	1	-1	
2	52	0	19	0	11	0	2	-1	
2	53	1	15	0	8	0	3	1	
2	54	2	6	0	4	0	0	1	
2	55	1	20	0	12	0	1	-1	
2	56	0	8	0	4	0	0	-1	
2	57	1	7	0	2	0	3	-1	
2	58	4	16	0	13	0	1	1	
2	59	2	13	0	8	0	2	1	
2	60	3	18	0	11	0	0	-1	
2	61	1	23	0	15	0	2	-1	
2	62	0	27	0	17	0	1	-1	
2	63	3	9	0	5	0	2	1	
2	64	1	28	0	19	0	3	1	
2	65	2	36	0	30	0	1	1	
3	1	8	24	4	20	0	0	1	
3	2	2	26	0	21	0	3	-1	
3	3	2	25	0	21	0	1	1	
3	4	0	8	0	6	0	0	1	
3	5	1	22	0	16	1	1	-1	
3	6	3	21	0	15	1	2	-1	
3	7	2	16	0	10	1	3	-1	
3	8	0	18	0	13	1	2	1	
3	9	0	16	0	10	0	0	1	
3	10	1	15	0	10	0	1	-1	
3	11	1	17	0	11	0	1	1	
3	12	5	14	3	10	0	2	1	
3	13	1	18	0	9	1	1	1	
3	14	2	29	0	22	0	2	-1	
3	15	2	16	0	9	1	2	1	
3	16	0	23	0	16	1	2	-1	
3	17	3	20	1	14	0	4	1	
3	18	1	13	0	6	0	2	1	
3	19	2	14	0	10	0	1	1	
3	20	2	7	1	2	0	2	-1	
3	21	2	11	1	5	0	2	1	
3	22	0	17	0	11	0	2	1	
3	23	1	8	0	4	0	3	1	
3	24	7	12	3	9	0	2	1	
3	25	1	13	0	8	0	1	-1	
3	26	0	9	0	5	0	2	-1	
3	27	1	19	0	12	0	2	1	
3	28	0	12	0	7	0	0	1	
3	29	3	16	2	9	0	1	1	
3	30	0	23	0	16	0	3	1	
3	31	0	15	0	10	0	1	1	
3	32	3	15	0	11	0	3	1	
3	33	1	18	0	11	0	1	1	
3	34	1	17	0	15	0	1	1	
3	35	0	18	0	14	0	1	1	
3	36	0	13	0	8	1	1	-1	
3	37	1	14	0	9	0	2	-1	
3	38	0	10	0	5	0	2	-1	
3	39	4	12	1	8	0	2	-1	
3	40	3	13	2	9	0	2	-1	
3	41	2	24	0	17	0	1	-1	
3	42	4	20	1	15	0	3	-1	
3	43	0	13	0	6	1	4	-1	
3	44	2	14	1	10	0	2	1	
3	45	1	19	0	14	1	3	1	
3	46	2	24	1	16	0	4	-1	
3	47	2	22	0	16	1	3	1	
3	48	2	7	1	4	0	1	1	
3	49	4	15	1	11	0	2	1	
3	50	3	16	0	9	1	4	-1	
3	51	0	18	0	15	0	1	1	
4	1	0	16	0	11	0	3	1	
4	2	0	16	0	11	0	10	1	
4	3	0	24	0	16	1	8	-1	
4	4	0	22	0	14	0	23	1	
4	5	2	26	0	21	1	13	1	
4	6	1	26	0	21	0	12	-1	
4	7	0	17	0	10	0	18	1	
4	8	0	18	0	9	0	16	-1	
4	9	0	8	0	5	0	8	-1	
4	10	0	9	0	5	0	11	1	
4	11	0	27	0	21	0	20	1	
4	12	0	14	0	10	0	3	1	
4	13	0	30	0	22	0	22	1	
4	14	0	17	0	12	0	16	1	
